Country,Country Code,Continent,Region,Year,Emissions_Per_Capita,Emissions,Vaccinations
Antigua and Barbuda,28,Americas,Caribbean,2021,4.49690052,,
Antigua and Barbuda,28,Americas,Caribbean,2021,4.670561524,,
Antigua and Barbuda,28,Americas,Caribbean,2021,4.593864332,,
Antigua and Barbuda,28,Americas,Caribbean,2020,4.721298044,,
Antigua and Barbuda,28,Americas,Caribbean,2020,4.683621337,,
Antigua and Barbuda,28,Americas,Caribbean,2020,4.692005303,,
Antigua and Barbuda,28,Americas,Caribbean,2020,4.566841126,,
Antigua and Barbuda,28,Americas,Caribbean,2020,4.641623406,,
Antigua and Barbuda,28,Americas,Caribbean,2020,4.85726747,,
Argentina,32,Americas,South America,2022,26.27586863,0.24,81.88
Argentina,32,Americas,South America,2022,34.43354498,0.30,81.67
Argentina,32,Americas,South America,2022,94.51370116,0.43,81.45
Argentina,32,Americas,South America,2022,138.8285701,0.75,81.23
Argentina,32,Americas,South America,2022,384.5698399,0.87,81.10
Argentina,32,Americas,South America,2022,489.4688976,1.35,80.45
Argentina,32,Americas,South America,2022,690.164577,1.30,80.12
Argentina,32,Americas,South America,2022,1480.076616,1.23,79.41
Argentina,32,Americas,South America,2022,768.506066,1.12,78.45
Argentina,32,Americas,South America,2022,678.2759566,0.90,75.34
Argentina,32,Americas,South America,2021,344.5583516,0.5,73.67
Argentina,32,Americas,South America,2021,523.8229024,1.21,70.76
Argentina,32,Americas,South America,2021,373.9843896,2.40,68.89
Argentina,32,Americas,South America,2021,253.8126933,2.52,45.78
Argentina,32,Americas,South America,2021,153.7734652,2.90,29.45
Argentina,32,Americas,South America,2021,123.6642891,2.99,18.23
Argentina,32,Americas,South America,2020,193.518126,0.42,0.10
Argentina,32,Americas,South America,2020,215.5858402,0.46,0.01
Argentina,32,Americas,South America,2020,220.4924121,0.50,0
Argentina,32,Americas,South America,2020,113.6230449,0.32,0
Argentina,32,Americas,South America,2020,34.53803833,0.21,0
Argentina,32,Americas,South America,2020,3.451770266,0.12,0
Armenia,51,Asia,Western Asia,2022,1.67383608,,
Armenia,51,Asia,Western Asia,2022,1.422998378,,
Armenia,51,Asia,Western Asia,2022,1.468947703,,
Armenia,51,Asia,Western Asia,2022,1.86706781,,
Armenia,51,Asia,Western Asia,2022,1.693754804,,
Armenia,51,Asia,Western Asia,2022,1.459272353,,
Armenia,51,Asia,Western Asia,2022,1.443730955,,
Armenia,51,Asia,Western Asia,2022,1.204698359,,
Armenia,51,Asia,Western Asia,2022,1.129317807,,
Armenia,51,Asia,Western Asia,2022,0.998886775,,
Armenia,51,Asia,Western Asia,2021,1.157636701,,
Armenia,51,Asia,Western Asia,2021,1.126529454,,
Armenia,51,Asia,Western Asia,2021,0.988511937,,
Armenia,51,Asia,Western Asia,2021,1.094342744,,
Armenia,51,Asia,Western Asia,2021,1.044825239,,
Armenia,51,Asia,Western Asia,2021,0.821584566,,
Armenia,51,Asia,Western Asia,2020,1.083089242,,
Armenia,51,Asia,Western Asia,2020,0.901718662,,
Armenia,51,Asia,Western Asia,2020,0.859706565,,
Armenia,51,Asia,Western Asia,2020,1.174674163,,
Aruba,533,Americas,Caribbean,2022,23.92335086,,
Aruba,533,Americas,Caribbean,2022,24.18270225,,
Aruba,533,Americas,Caribbean,2022,24.87621527,,
Aruba,533,Americas,Caribbean,2022,24.74964477,,
Aruba,533,Americas,Caribbean,2022,25.6134619,,
Aruba,533,Americas,Caribbean,2022,24.76670634,,
Aruba,533,Americas,Caribbean,2022,24.964531,,
Aruba,533,Americas,Caribbean,2022,24.51054263,,
Aruba,533,Americas,Caribbean,2022,24.90906561,,
Aruba,533,Americas,Caribbean,2022,24.9755145,,
Aruba,533,Americas,Caribbean,2021,25.38248972,,
Aruba,533,Americas,Caribbean,2021,25.5476788,,
Aruba,533,Americas,Caribbean,2021,19.65258865,,
Aruba,533,Americas,Caribbean,2021,19.62153398,,
Aruba,533,Americas,Caribbean,2021,21.50066123,,
Aruba,533,Americas,Caribbean,2021,21.64188954,,
Aruba,533,Americas,Caribbean,2020,22.18661455,,
Aruba,533,Americas,Caribbean,2020,22.99644068,,
Aruba,533,Americas,Caribbean,2020,24.43048084,,
Aruba,533,Americas,Caribbean,2020,25.25815197,,
Aruba,533,Americas,Caribbean,2020,29.84760844,,
Aruba,533,Americas,Caribbean,2020,29.62016477,,
Australia,36,Oceania,Australia and New Zealand,2022,1709.228269,,
Australia,36,Oceania,Australia and New Zealand,2022,986.4328891,,
Australia,36,Oceania,Australia and New Zealand,2022,1101.355445,,
Australia,36,Oceania,Australia and New Zealand,2022,2454.380267,,
Australia,36,Oceania,Australia and New Zealand,2022,1700.122802,,
Australia,36,Oceania,Australia and New Zealand,2022,3170.154894,,
Australia,36,Oceania,Australia and New Zealand,2022,3455.068987,,
Australia,36,Oceania,Australia and New Zealand,2022,4103.953622,,
Australia,36,Oceania,Australia and New Zealand,2022,16.8572914,,
Australia,36,Oceania,Australia and New Zealand,2022,3958.316605,,
Australia,36,Oceania,Australia and New Zealand,2021,744.6712978,,
Australia,36,Oceania,Australia and New Zealand,2021,57.1075082,,
Australia,36,Oceania,Australia and New Zealand,2021,67.10058096,,
Australia,36,Oceania,Australia and New Zealand,2021,76.86469989,,
Australia,36,Oceania,Australia and New Zealand,2021,76.47532828,,
Australia,36,Oceania,Australia and New Zealand,2021,79.48077126,,
Australia,36,Oceania,Australia and New Zealand,2020,15.55602085,,
Australia,36,Oceania,Australia and New Zealand,2020,5.524280057,,
Australia,36,Oceania,Australia and New Zealand,2020,5.654917054,,
Australia,36,Oceania,Australia and New Zealand,2020,5.293249407,,
Australia,36,Oceania,Australia and New Zealand,2020,5.101008483,,
Australia,36,Oceania,Australia and New Zealand,2020,4.432532354,,
Austria,40,Europe,Western Europe,2022,1039.731979,,
Austria,40,Europe,Western Europe,2022,1845.09043,,
Austria,40,Europe,Western Europe,2022,2992.58305,,
Austria,40,Europe,Western Europe,2022,4600.241611,,
Austria,40,Europe,Western Europe,2022,4933.388937,,
Austria,40,Europe,Western Europe,2022,4520.724272,,
Austria,40,Europe,Western Europe,2022,3289.015939,,
Austria,40,Europe,Western Europe,2022,2945.82113,,
Austria,40,Europe,Western Europe,2022,3396.851883,,
Austria,40,Europe,Western Europe,2022,3579.277234,,
Austria,40,Europe,Western Europe,2021,262.17274,,
Austria,40,Europe,Western Europe,2021,1548.753943,,
Austria,40,Europe,Western Europe,2021,187.7320815,,
Austria,40,Europe,Western Europe,2021,204.9557231,,
Austria,40,Europe,Western Europe,2021,154.8243985,,
Austria,40,Europe,Western Europe,2021,233.8940805,,
Austria,40,Europe,Western Europe,2020,213.9020874,,
Austria,40,Europe,Western Europe,2020,532.4920874,,
Austria,40,Europe,Western Europe,2020,159.1924379,,
Austria,40,Europe,Western Europe,2020,76.44773716,,
Austria,40,Europe,Western Europe,2020,8.270324579,,
Austria,40,Europe,Western Europe,2020,7.977623192,,
Austria,40,Europe,Western Europe,2020,35.52571571,,
Azerbaijan,31,Asia,Western Asia,2022,3.63574629,,
Azerbaijan,31,Asia,Western Asia,2022,3.373180125,,
Azerbaijan,31,Asia,Western Asia,2022,3.550184248,,
Azerbaijan,31,Asia,Western Asia,2022,3.999236061,,
Azerbaijan,31,Asia,Western Asia,2022,3.478793111,,
Azerbaijan,31,Asia,Western Asia,2022,4.520161556,,
Azerbaijan,31,Asia,Western Asia,2022,4.009832078,,
Azerbaijan,31,Asia,Western Asia,2022,3.790837042,,
Azerbaijan,31,Asia,Western Asia,2022,3.657725788,,
Azerbaijan,31,Asia,Western Asia,2022,3.576753841,,
Azerbaijan,31,Asia,Western Asia,2021,3.510650757,,
Azerbaijan,31,Asia,Western Asia,2021,3.635043957,,
Azerbaijan,31,Asia,Western Asia,2021,3.550839743,,
Azerbaijan,31,Asia,Western Asia,2021,3.967149438,,
Azerbaijan,31,Asia,Western Asia,2021,3.762938974,,
Azerbaijan,31,Asia,Western Asia,2021,4.012918425,,
Azerbaijan,31,Asia,Western Asia,2020,4.308396066,,
Azerbaijan,31,Asia,Western Asia,2020,5.559891509,,
Azerbaijan,31,Asia,Western Asia,2020,6.523607284,,
Azerbaijan,31,Asia,Western Asia,2020,7.741090094,,
Bahamas,44,Americas,Caribbean,2022,5.205237886,,
Bahamas,44,Americas,Caribbean,2022,6.835610738,,
Bahamas,44,Americas,Caribbean,2022,4.634282297,,
Bahamas,44,Americas,Caribbean,2022,3.000215307,,
Bahamas,44,Americas,Caribbean,2022,4.524129584,,
Bahamas,44,Americas,Caribbean,2022,4.534282616,,
Bahamas,44,Americas,Caribbean,2022,4.858311455,,
Bahamas,44,Americas,Caribbean,2022,5.345812655,,
Bahamas,44,Americas,Caribbean,2022,4.809957418,,
Bahamas,44,Americas,Caribbean,2022,5.102301004,,
Bahamas,44,Americas,Caribbean,2021,5.179703305,,
Bahamas,44,Americas,Caribbean,2021,5.603474622,,
Bahamas,44,Americas,Caribbean,2021,5.710903688,,
Bahamas,44,Americas,Caribbean,2021,5.7928092,,
Bahamas,44,Americas,Caribbean,2021,4.755613659,,
Bahamas,44,Americas,Caribbean,2021,5.881615776,,
Bahamas,44,Americas,Caribbean,2020,6.010187467,,
Bahamas,44,Americas,Caribbean,2020,6.115655137,,
Bahamas,44,Americas,Caribbean,2020,6.276121798,,
Bahamas,44,Americas,Caribbean,2020,6.738756919,,
Bahamas,44,Americas,Caribbean,2020,6.825539444,,
Bahamas,44,Americas,Caribbean,2020,7.610436221,,
Bahrain,48,Asia,Western Asia,2022,18.13127841,,
Bahrain,48,Asia,Western Asia,2022,18.57946901,,
Bahrain,48,Asia,Western Asia,2022,18.21591488,,
Bahrain,48,Asia,Western Asia,2022,21.51496275,,
Bahrain,48,Asia,Western Asia,2022,21.32313366,,
Bahrain,48,Asia,Western Asia,2022,19.80127788,,
Bahrain,48,Asia,Western Asia,2022,21.8385486,,
Bahrain,48,Asia,Western Asia,2022,21.34042449,,
Bahrain,48,Asia,Western Asia,2022,21.33064744,,
Bahrain,48,Asia,Western Asia,2022,21.43010016,,
Bahrain,48,Asia,Western Asia,2021,19.93171511,,
Bahrain,48,Asia,Western Asia,2021,27.89874282,,
Bahrain,48,Asia,Western Asia,2021,28.11557575,,
Bahrain,48,Asia,Western Asia,2021,29.80335267,,
Bahrain,48,Asia,Western Asia,2021,28.99102946,,
Bahrain,48,Asia,Western Asia,2021,26.94756054,,
Bahrain,48,Asia,Western Asia,2020,28.4198517,,
Bahrain,48,Asia,Western Asia,2020,29.07985687,,
Bahrain,48,Asia,Western Asia,2020,29.31075524,,
Bahrain,48,Asia,Western Asia,2020,21.91427276,,
Bahrain,48,Asia,Western Asia,2020,24.20466796,,
Bahrain,48,Asia,Western Asia,2020,25.5388068,,
Bangladesh,50,Asia,Southern Asia,2022,0.373339091,,
Bangladesh,50,Asia,Southern Asia,2022,0.371563901,,
Bangladesh,50,Asia,Southern Asia,2022,0.353103929,,
Bangladesh,50,Asia,Southern Asia,2022,0.335078178,,
Bangladesh,50,Asia,Southern Asia,2022,0.320136563,,
Bangladesh,50,Asia,Southern Asia,2022,0.332278182,,
Bangladesh,50,Asia,Southern Asia,2022,0.262365597,,
Bangladesh,50,Asia,Southern Asia,2022,0.28144773,,
Bangladesh,50,Asia,Southern Asia,2022,0.243437439,,
Bangladesh,50,Asia,Southern Asia,2022,0.246025688,,
Bangladesh,50,Asia,Southern Asia,2021,0.240902076,,
Bangladesh,50,Asia,Southern Asia,2021,0.210519056,,
Bangladesh,50,Asia,Southern Asia,2021,0.194174893,,
Bangladesh,50,Asia,Southern Asia,2021,0.188644999,,
Bangladesh,50,Asia,Southern Asia,2021,0.200599318,,
Bangladesh,50,Asia,Southern Asia,2021,0.196320875,,
Bangladesh,50,Asia,Southern Asia,2020,0.190340811,,
Bangladesh,50,Asia,Southern Asia,2020,0.161621139,,
Bangladesh,50,Asia,Southern Asia,2020,0.151502361,,
Bangladesh,50,Asia,Southern Asia,2020,0.157859354,,
Bangladesh,50,Asia,Southern Asia,2020,0.144999395,,
Bangladesh,50,Asia,Southern Asia,2020,0.144650458,,
Barbados,52,Americas,Caribbean,2022,5.556376063,,
Barbados,52,Americas,Caribbean,2022,5.414264112,,
Barbados,52,Americas,Caribbean,2022,5.822387332,,
Barbados,52,Americas,Caribbean,2022,5.864368197,,
Barbados,52,Americas,Caribbean,2022,5.176435244,,
Barbados,52,Americas,Caribbean,2022,4.988516785,,
Barbados,52,Americas,Caribbean,2022,4.946203503,,
Barbados,52,Americas,Caribbean,2022,4.755426976,,
Barbados,52,Americas,Caribbean,2022,4.684549039,,
Barbados,52,Americas,Caribbean,2022,4.557831585,,
Barbados,52,Americas,Caribbean,2021,4.551357456,,
Barbados,52,Americas,Caribbean,2021,4.446678394,,
Barbados,52,Americas,Caribbean,2021,4.545526256,,
Barbados,52,Americas,Caribbean,2021,4.297535516,,
Barbados,52,Americas,Caribbean,2021,3.40915172,,
Barbados,52,Americas,Caribbean,2021,3.223931728,,
Barbados,52,Americas,Caribbean,2020,3.149134573,,
Barbados,52,Americas,Caribbean,2020,2.850423524,,
Barbados,52,Americas,Caribbean,2020,4.259489366,,
Barbados,52,Americas,Caribbean,2020,3.751830719,,
Barbados,52,Americas,Caribbean,2020,4.637044297,,
Barbados,52,Americas,Caribbean,2020,4.143007527,,
Belarus,112,Europe,Eastern Europe,2022,6.698497554,,
Belarus,112,Europe,Eastern Europe,2022,6.555810462,,
Belarus,112,Europe,Eastern Europe,2022,6.329432587,,
Belarus,112,Europe,Eastern Europe,2022,6.573568244,,
Belarus,112,Europe,Eastern Europe,2022,6.288940915,,
Belarus,112,Europe,Eastern Europe,2022,6.42692097,,
Belarus,112,Europe,Eastern Europe,2022,6.111341629,,
Belarus,112,Europe,Eastern Europe,2022,5.970952957,,
Belarus,112,Europe,Eastern Europe,2022,5.490693023,,
Belarus,112,Europe,Eastern Europe,2022,5.31727814,,
Belarus,112,Europe,Eastern Europe,2021,5.30190159,,
Belarus,112,Europe,Eastern Europe,2021,5.356784178,,
Belarus,112,Europe,Eastern Europe,2021,5.562563585,,
Belarus,112,Europe,Eastern Europe,2021,5.713606954,,
Belarus,112,Europe,Eastern Europe,2021,5.881008613,,
Belarus,112,Europe,Eastern Europe,2021,5.923159396,,
Belarus,112,Europe,Eastern Europe,2020,6.096626043,,
Belarus,112,Europe,Eastern Europe,2020,6.449747037,,
Belarus,112,Europe,Eastern Europe,2020,7.266112329,,
Belarus,112,Europe,Eastern Europe,2020,8.52275292,,
Belgium,56,Europe,Western Europe,2022,8.882452598,,
Belgium,56,Europe,Western Europe,2022,9.970786803,,
Belgium,56,Europe,Western Europe,2022,9.576281151,,
Belgium,56,Europe,Western Europe,2022,9.643234967,,
Belgium,56,Europe,Western Europe,2022,9.666088066,,
Belgium,56,Europe,Western Europe,2022,10.08485255,,
Belgium,56,Europe,Western Europe,2022,10.30611786,,
Belgium,56,Europe,Western Europe,2022,10.62241733,,
Belgium,56,Europe,Western Europe,2022,11.0317701,,
Belgium,56,Europe,Western Europe,2022,10.35871198,,
Belgium,56,Europe,Western Europe,2021,11.0977143,,
Belgium,56,Europe,Western Europe,2021,11.18914999,,
Belgium,56,Europe,Western Europe,2021,11.23609481,,
Belgium,56,Europe,Western Europe,2021,11.57934376,,
Belgium,56,Europe,Western Europe,2021,11.30140673,,
Belgium,56,Europe,Western Europe,2021,11.58945375,,
Belgium,56,Europe,Western Europe,2020,11.05377825,,
Belgium,56,Europe,Western Europe,2020,11.08973489,,
Belgium,56,Europe,Western Europe,2020,10.66796487,,
Belgium,56,Europe,Western Europe,2020,11.14117764,,
Belgium,56,Europe,Western Europe,2020,11.08370232,,
Belgium,56,Europe,Western Europe,2020,10.62808966,,
Belize,84,Americas,Central America,2022,1.739123561,,
Belize,84,Americas,Central America,2022,1.794316175,,
Belize,84,Americas,Central America,2022,1.559305818,,
Belize,84,Americas,Central America,2022,1.53653626,,
Belize,84,Americas,Central America,2022,1.601612182,,
Belize,84,Americas,Central America,2022,1.55100095,,
Belize,84,Americas,Central America,2022,1.523870991,,
Belize,84,Americas,Central America,2022,1.494249925,,
Belize,84,Americas,Central America,2022,1.490384988,,
Belize,84,Americas,Central America,2022,1.456511205,,
Belize,84,Americas,Central America,2021,2.901320565,,
Belize,84,Americas,Central America,2021,2.889507347,,
Belize,84,Americas,Central America,2021,2.593754852,,
Belize,84,Americas,Central America,2021,1.64546856,,
Belize,84,Americas,Central America,2021,1.779086798,,
Belize,84,Americas,Central America,2021,1.450396704,,
Belize,84,Americas,Central America,2020,1.824977532,,
Belize,84,Americas,Central America,2020,1.848468974,,
Belize,84,Americas,Central America,2020,1.90354299,,
Belize,84,Americas,Central America,2020,1.825089536,,
Belize,84,Americas,Central America,2020,1.877879269,,
Belize,84,Americas,Central America,2020,1.66191243,,
Benin,204,Africa,Western Africa,2022,0.509941159,,
Benin,204,Africa,Western Africa,2022,0.541771234,,
Benin,204,Africa,Western Africa,2022,0.514288887,,
Benin,204,Africa,Western Africa,2022,0.500196305,,
Benin,204,Africa,Western Africa,2022,0.516307455,,
Benin,204,Africa,Western Africa,2022,0.458610005,,
Benin,204,Africa,Western Africa,2022,0.292647893,,
Benin,204,Africa,Western Africa,2022,0.316583691,,
Benin,204,Africa,Western Africa,2022,0.307110875,,
Benin,204,Africa,Western Africa,2022,0.280412783,,
Benin,204,Africa,Western Africa,2021,0.252987807,,
Benin,204,Africa,Western Africa,2021,0.230065879,,
Benin,204,Africa,Western Africa,2021,0.231754927,,
Benin,204,Africa,Western Africa,2021,0.185408737,,
Benin,204,Africa,Western Africa,2021,0.191382863,,
Benin,204,Africa,Western Africa,2021,0.204833203,,
Benin,204,Africa,Western Africa,2020,0.221772443,,
Benin,204,Africa,Western Africa,2020,0.218621053,,
Benin,204,Africa,Western Africa,2020,0.202977024,,
Benin,204,Africa,Western Africa,2020,0.168410364,,
Benin,204,Africa,Western Africa,2020,0.159910854,,
Benin,204,Africa,Western Africa,2020,0.142976655,,
Bermuda,60,Americas,Northern America,2022,,,
Bermuda,60,Americas,Northern America,2022,,,
Bermuda,60,Americas,Northern America,2022,,,
Bermuda,60,Americas,Northern America,2022,,,
Bermuda,60,Americas,Northern America,2022,,,
Bermuda,60,Americas,Northern America,2022,,,
Bermuda,60,Americas,Northern America,2022,,,
Bermuda,60,Americas,Northern America,2022,,,
Bermuda,60,Americas,Northern America,2022,,,
Bermuda,60,Americas,Northern America,2022,,,
Bermuda,60,Americas,Northern America,2021,,,
Bermuda,60,Americas,Northern America,2021,,,
Bermuda,60,Americas,Northern America,2021,,,
Bermuda,60,Americas,Northern America,2021,,,
Bermuda,60,Americas,Northern America,2021,,,
Bermuda,60,Americas,Northern America,2021,,,
Bermuda,60,Americas,Northern America,2020,,,
Bermuda,60,Americas,Northern America,2020,,,
Bermuda,60,Americas,Northern America,2020,,,
Bermuda,60,Americas,Northern America,2020,,,
Bermuda,60,Americas,Northern America,2020,,,
Bermuda,60,Americas,Northern America,2020,,,
Bhutan,64,Asia,Southern Asia,2022,0.769164648,,
Bhutan,64,Asia,Southern Asia,2022,0.680268475,,
Bhutan,64,Asia,Southern Asia,2022,0.55170877,,
Bhutan,64,Asia,Southern Asia,2022,0.6092603,,
Bhutan,64,Asia,Southern Asia,2022,0.577552567,,
Bhutan,64,Asia,Southern Asia,2022,0.589525037,,
Bhutan,64,Asia,Southern Asia,2022,0.608895524,,
Bhutan,64,Asia,Southern Asia,2022,0.485930591,,
Bhutan,64,Asia,Southern Asia,2022,0.612769982,,
Bhutan,64,Asia,Southern Asia,2022,0.698528711,,
Bhutan,64,Asia,Southern Asia,2021,0.669151368,,
Bhutan,64,Asia,Southern Asia,2021,0.708253743,,
Bhutan,64,Asia,Southern Asia,2021,0.701851443,,
Bhutan,64,Asia,Southern Asia,2021,0.721394619,,
Bhutan,64,Asia,Southern Asia,2021,0.759932917,,
Bhutan,64,Asia,Southern Asia,2021,0.593766217,,
